Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Valid_Accuracy,Valid_Precision,Valid_Recall
1,29.839362115711552,10.46519959717989,0.5680731231796952,0.40890173530276325,0.51025390625,0.29420018709073903,0.5586145648312612
2,3.8337991802376994,0.6629832237958908,0.7317822990114287,0.5383362514846017,0.7548828125,0.571764705882353,0.43161634103019536
3,0.6914803386894182,0.600264033768326,0.7431487760972664,0.5310947263036226,0.695556640625,0.460942543576501,0.6341030195381883
4,0.5397524057891119,0.5078424266539514,0.82987452978572,0.6795313754866097,0.7509765625,0.5338441890166028,0.7424511545293073
5,0.5057214689857765,0.5010310774669051,0.8397162866079384,0.6853955423183545,0.729736328125,0.5053521126760563,0.7966252220248667
6,0.4915434127883688,0.47078431211411953,0.8564128556135663,0.7177940675965762,0.76513671875,0.5508054522924412,0.7895204262877442
7,0.47551171452618757,0.5183411492034793,0.8292676618165074,0.6861095113751045,0.781494140625,0.5960099750623441,0.6367673179396093
8,0.4671260155592447,0.4633424924686551,0.8639114651548044,0.7280187542911506,0.79833984375,0.614329268292683,0.7158081705150977
9,0.4549362139943045,0.4707071683369577,0.8586619600385142,0.7191148317184217,0.783203125,0.5799731182795699,0.7664298401420959
10,0.45208846780576595,0.4535054941661656,0.8693832941612692,0.7371445458723962,0.8046875,0.6261609907120743,0.7184724689165186
11,0.4367581655775063,0.4632015563547611,0.8647094090699774,0.7266735724293977,0.7587890625,0.5401162790697674,0.8250444049733571
12,0.4393457801657428,0.46038588183000684,0.8708544892381483,0.7456220269381103,0.811767578125,0.6396538158929976,0.7220248667850799
13,0.4289589257555713,0.4499222170561552,0.8710730753359528,0.7362171085360305,0.784912109375,0.579083279535184,0.7966252220248667
14,0.43281697971811556,0.4336290075443685,0.8806155097451722,0.7560564828233887,0.8017578125,0.6078296703296703,0.7859680284191829
15,0.42198215488793783,0.49828113801777363,0.8694448929795288,0.7378402219448713,0.813720703125,0.6596306068601583,0.6660746003552398
16,0.4243332834675154,0.43381897546350956,0.8826958154666859,0.764198644726137,0.81005859375,0.6314199395770392,0.7424511545293073
17,0.41050312757955915,0.44885307317599654,0.8764453295536776,0.7495706650701287,0.767333984375,0.5510927347903131,0.8285968028419183
18,0.41406658546933867,0.43427461897954345,0.8824924795617514,0.7667504725305774,0.806884765625,0.6178747361013371,0.7797513321492007
19,0.39566425625452273,0.4311793171800673,0.8810275639760542,0.7623159478897271,0.793701171875,0.5933554817275748,0.7930728241563055
20,0.40252902268899554,0.41429977491497993,0.8930115243614356,0.7842852731815566,0.798828125,0.5980519480519481,0.8179396092362344
21,0.3845428911396502,0.420137376524508,0.8895545149541597,0.7810720422172477,0.81884765625,0.6407624633431085,0.7761989342806395
22,0.3910410880810556,0.40800437005236745,0.8968167465059116,0.7923652140190253,0.83154296875,0.6724683544303798,0.7548845470692718
23,0.3701916043048703,0.43725898396223783,0.8833695151634761,0.7681464726378331,0.807373046875,0.6202712348322627,0.7717584369449378
24,0.3805260112661332,0.4120490597561002,0.8966446585451914,0.7914310555643433,0.8349609375,0.6802884615384616,0.7539964476021315
25,0.3607095801760714,0.4100864166393876,0.8969801627883333,0.7933089807440186,0.830322265625,0.667704280155642,0.7619893428063943
26,0.366544301639735,0.39862228790298104,0.903139147544121,0.8027060801801533,0.83740234375,0.6866883116883117,0.7513321492007105
27,0.3460415650434531,0.3966100011020899,0.9013160019376716,0.7998070931734281,0.8271484375,0.6469760900140648,0.8170515097690941
28,0.3601034826921582,0.4048165015410632,0.9039007601174565,0.8029232675490731,0.83642578125,0.684168012924071,0.7522202486678508
29,0.3390105842152458,0.4628100865520537,0.8917385817918677,0.7873985675883931,0.8173828125,0.6414670658682635,0.761101243339254
30,0.3504232959640629,0.4006070173345506,0.9067393891550196,0.8092811601490685,0.840576171875,0.6860739575137687,0.7744227353463587
31,0.3315243692017715,0.45897426176816225,0.889277918318771,0.779614828396852,0.831787109375,0.7017543859649122,0.6749555950266429
32,0.34151312291390234,0.4052525982260704,0.9064837241569036,0.8112401183315705,0.844482421875,0.7042606516290727,0.7486678507992895
33,0.3240510899037239,0.44673623656854033,0.8876841236521521,0.774461349725858,0.821533203125,0.6518063028439662,0.7531083481349912
34,0.3352740713710451,0.4127516890875995,0.9023323824389543,0.7998348431159238,0.835205078125,0.6730621642363775,0.7788632326820604
35,0.32004090714547423,0.4445560066960752,0.8903002792878458,0.7742366641718106,0.822998046875,0.6620856911883589,0.7273534635879219
36,0.33202548701939416,0.397402286529541,0.9072366650519403,0.8078123346841861,0.842529296875,0.6834477498093059,0.7957371225577264
37,0.3122218683188064,0.41713174479082227,0.892504978739437,0.7704821913109865,0.8212890625,0.6459259259259259,0.7744227353463587
38,0.3207353790678403,0.39865227323025465,0.9071415756140445,0.8075737304287403,0.833251953125,0.6649292628443783,0.7930728241563055
39,0.3017293570222558,0.4232498714700341,0.8925620922068523,0.7788098614436374,0.81591796875,0.6369661266568483,0.7682060390763765
40,0.3213356750716495,0.40155621408484876,0.9062851726262027,0.8018788252096838,0.841064453125,0.6787057938299473,0.8010657193605684
41,0.2997648382581162,0.4005353527609259,0.9020142215524098,0.7840097384483362,0.827880859375,0.6475122634898388,0.8206039076376554
42,0.31496127468718627,0.42204744019545615,0.9062902560238261,0.805361104692852,0.84765625,0.7091666666666666,0.7557726465364121
43,0.29306101439527965,0.4835632238537073,0.8967902829359312,0.7914549155820765,0.846923828125,0.7564234326824255,0.6536412078152753
44,0.30592236427249614,0.4065271643921733,0.9080066502801848,0.8078781132420785,0.84375,0.6857798165137615,0.7966252220248667
45,0.28099264552389136,0.40689960727468133,0.9036095113359768,0.7937069070326034,0.833251953125,0.6625091709464417,0.8019538188277087
46,0.3016372532928036,0.4102764723356813,0.907807500702705,0.8076774643473483,0.838623046875,0.6765375854214123,0.7912966252220248
47,0.28146055387151847,0.4758345347363502,0.8948756361722615,0.7842714910289741,0.83935546875,0.7056239015817223,0.7131438721136767
48,0.28913504523062056,0.443637685617432,0.9060934986334631,0.8065987671257041,0.8486328125,0.7166095890410958,0.7433392539964476
49,0.268176481475626,0.5431445711292326,0.8842860218526294,0.7672528489257089,0.83447265625,0.7262626262626263,0.6385435168738899
50,0.2814320307877277,0.4193610262591392,0.9090435138836559,0.8056011941489432,0.844482421875,0.6923682140047207,0.7815275310834814
51,0.2616441388712319,0.4201681511476636,0.9002287528930513,0.7946982862527396,0.828857421875,0.6618431073876618,0.7717584369449378
52,0.2765267159688334,0.4269790928810835,0.9105220350335803,0.8110243864291723,0.849609375,0.7020602218700476,0.7868561278863233
53,0.24655756041233642,0.4621493425220251,0.8954388467265909,0.782834082561002,0.821533203125,0.6451138868479059,0.7797513321492007
54,0.2657627256927787,0.42417334928177297,0.9125793159540939,0.8108342829240448,0.84814453125,0.7016,0.7788632326820604
55,0.24687991966765213,0.4300486482679844,0.9038436466500409,0.7978305957448949,0.8427734375,0.6965742251223491,0.7584369449378331
56,0.2710134383537426,0.44853646238334477,0.9074585404070306,0.8020264798470638,0.849365234375,0.7094650205761317,0.7655417406749556
57,0.24168216869061096,0.485567542957142,0.8992766624205345,0.7857849372408426,0.837158203125,0.6808510638297872,0.7673179396092362
58,0.2547922434741885,0.46240153396502137,0.9103246795964379,0.8126475930336994,0.853759765625,0.723874256584537,0.7566607460035524
59,0.23326345301207865,0.4587965642567724,0.904927307413986,0.7919831703135818,0.84326171875,0.7075471698113207,0.7326820603907638
60,0.2442287246366883,0.4460303245577961,0.9115351262775775,0.8105629869742778,0.852294921875,0.7126530612244898,0.7753108348134992
61,0.227471600072857,0.5456476104445755,0.8905489172363062,0.7739428011578725,0.836669921875,0.7013215859030837,0.7069271758436945
62,0.24588045011118692,0.4681968493387103,0.910028347417335,0.8078502308707313,0.853271484375,0.7280625543006082,0.7442273534635879
63,0.24291888024324573,2.0485786276403815,0.8746330983009492,0.7724144835525444,0.8291015625,0.6728896103896104,0.7362344582593251
64,0.27280088380732886,0.4634986196178943,0.9121041677880045,0.8135627535098787,0.849609375,0.7017405063291139,0.7877442273534636
65,0.22142471691977653,0.4673054125159979,0.9031922241957766,0.7879825018656175,0.83642578125,0.6704035874439462,0.7966252220248667
66,0.2466267577810974,0.47859930875711143,0.9067256340790977,0.8030297138808566,0.8466796875,0.6985645933014354,0.7779751332149201
67,0.2113825140470197,0.5535474251955748,0.8979466063835513,0.7803167934857879,0.84521484375,0.7088285229202037,0.7415630550621669
68,0.22955906889781877,0.4776259020436555,0.9098151437405434,0.8041795372330359,0.84619140625,0.6984,0.7753108348134992
