Epoch,Train_Loss,Valid_Loss,Valid_AUC,Valid_PRC,Valid_Accuracy,Valid_Precision,Valid_Recall
26,0.37714068278496365,0.43819884420372546,0.8832009969165882,0.7735842801527,0.810302734375,0.6455331412103746,0.7586790855207451
27,0.361316048333617,0.43475789623335004,0.8862385134556144,0.781059764224341,0.8251953125,0.6795366795366795,0.7451312447078747
28,0.3643067247208918,0.42143467464484274,0.8925742495167192,0.7877495462404238,0.821533203125,0.6604850213980028,0.7840812870448772
29,0.3494378411816252,0.4727397139649838,0.8735804032690265,0.7541709175295397,0.81103515625,0.6731914893617021,0.6697713801862828
30,0.3615150261481912,0.41892426554113626,0.892918609835837,0.7874439415386985,0.822021484375,0.6623563218390804,0.7806943268416596
31,0.34000222602359054,0.4367305180057883,0.8834211783774835,0.7682867596614877,0.813720703125,0.6494992846924177,0.768839966130398
32,0.3491579610781911,0.42224545567296445,0.8929913742896025,0.781480306369644,0.823974609375,0.6645207439198856,0.7866215071972904
33,0.34118239970058784,0.436297643231228,0.8835176166954481,0.7708742943518256,0.809814453125,0.6437768240343348,0.7620660457239627
34,0.34390515512297587,0.44509077281691134,0.890645628395856,0.7863676572294299,0.82373046875,0.6772200772200773,0.7425910245554614
35,0.321716660945332,0.4324178844690323,0.8893675302059626,0.7731752092667894,0.77978515625,0.5793064241046049,0.8628281117696867
36,0.33731747021471015,0.416663785232231,0.8979185880500724,0.7973770615370612,0.82373046875,0.665465032444124,0.781541066892464
37,0.3153404865399409,0.4395626662299037,0.887194182329421,0.7806164630115237,0.827880859375,0.6850699844479005,0.745977984758679
38,0.32305586413418735,0.43282751948572695,0.8965829754416337,0.7952240510387742,0.83154296875,0.6836200448765893,0.7739204064352244
39,0.30651975141888926,0.43984596501104534,0.8951907198452339,0.7928183402903648,0.822998046875,0.6764705882352942,0.7400508044030483
40,0.3206752300378414,0.42022997001186013,0.8989201522679707,0.7994642465366408,0.830810546875,0.682089552238806,0.7739204064352244
41,0.30133709328879643,0.44635122502222657,0.8966027278682048,0.7943256211746942,0.833251953125,0.6960629921259842,0.7485182049110923
42,0.3120444334666553,0.4071466876193881,0.904110102349522,0.8051439244510238,0.824462890625,0.6575716234652115,0.8162574089754445
43,0.2940879298903135,0.4594727063085884,0.8839045318747522,0.7700019416266367,0.81884765625,0.6791836734693878,0.7044877222692634
44,0.30714995161800535,0.4144976034294814,0.9018057494085164,0.803499728819488,0.826171875,0.6685837526959022,0.7874682472480948
45,0.28580362077237104,0.4312439204659313,0.8940927173093709,0.7901833471096769,0.7939453125,0.6026812918951858,0.8374259102455546
46,0.2933699939153538,0.4257955274078995,0.9002952697295515,0.7997925953689355,0.830810546875,0.6854103343465046,0.7637595258255715
47,0.2722685798306873,0.45836544688791037,0.8935149588321669,0.795400315252962,0.835205078125,0.7060260586319218,0.7341236240474175
48,0.2966488332484019,0.43852385855279863,0.8996001586003664,0.8014931982241678,0.8271484375,0.6745387453874538,0.7739204064352244
49,0.2722388608852249,0.45667957374826074,0.8900222650514216,0.792717152388841,0.80908203125,0.64,0.7722269263336156
50,0.2880561523980204,0.42971607204526663,0.9000130714587604,0.8012112024300051,0.8212890625,0.6536618754277892,0.8086367485182049
51,0.261289960969283,0.5800144518725574,0.889767516844027,0.7803253966572633,0.83837890625,0.7507246376811594,0.6579170194750211
52,0.28299066870824835,0.4485203486401588,0.9002575077375774,0.79927928438136,0.82763671875,0.6856919468334637,0.7425910245554614
53,0.2536813597618838,0.4944638665765524,0.8829189438842275,0.776971533181286,0.817138671875,0.658357771260997,0.7603725656223539
54,0.2708058589743269,0.44182568904943764,0.9022594742659287,0.8041790766007235,0.828369140625,0.6747076023391813,0.781541066892464
55,0.24771051398742988,0.47802813653834164,0.887684507271362,0.7826420880183509,0.82373046875,0.676402767102229,0.7451312447078747
56,0.2642861792549549,0.4546993908006698,0.9024950510004749,0.8055721357939353,0.828125,0.6754966887417219,0.777307366638442
57,0.2397894093382683,0.4863804664928466,0.8894564161255324,0.7665988805376628,0.822265625,0.6701728024042074,0.7552921253175275
58,0.2646814474567829,0.48299053055234253,0.9002621553673589,0.8031360583768655,0.832763671875,0.6919504643962848,0.7569856054191363
59,0.23391811155391573,0.4978584840428084,0.892476213576017,0.7928815340161844,0.817138671875,0.651048951048951,0.7883149872988993
60,0.25030574225730007,0.4720657973084599,0.9022943314892894,0.8107788425154813,0.830078125,0.6824680210684725,0.7679932260795935
61,0.2270574303858475,0.55439060064964,0.8914063872957039,0.7937288061357768,0.828369140625,0.7056798623063684,0.6943268416596104
62,0.2475254460879337,0.48064910946413875,0.9033815863812829,0.8077733457914013,0.834228515625,0.6967084639498433,0.7527519051651143
63,0.22178168893440225,0.5361448330804706,0.8886439523443661,0.7536075924945848,0.826904296875,0.7006802721088435,0.6977138018628282
64,0.24930606802729782,0.4862028774805367,0.9019294925514469,0.8060980909333797,0.836669921875,0.7012578616352201,0.7552921253175275
65,0.22458329170594418,0.533596103079617,0.8898180598179,0.7787417386206268,0.8056640625,0.6299797434166104,0.790008467400508
66,0.23326458454364005,0.5082611185498536,0.9011757050962714,0.803432342690806,0.833251953125,0.6957547169811321,0.7493649449618967
67,0.20912598476451658,0.580501560587436,0.8819664702558956,0.7674286462161757,0.82275390625,0.6906957250628667,0.6977138018628282
68,0.23670371517481043,0.5441156369633973,0.8974117059270351,0.7957198915708532,0.838623046875,0.7090032154340836,0.7468247248094835
69,0.20526507148946768,0.6002013254910707,0.8915981020241881,0.7799322319967756,0.8330078125,0.7086481947942905,0.7146486028789162
70,0.21657239695003525,0.5210985343437642,0.9020207022859077,0.7988296360387369,0.840087890625,0.7067610062893082,0.7612193056731583
71,0.1983715936628529,0.6060531011316925,0.8854272115818934,0.7673711089282197,0.826171875,0.6975568660488627,0.7011007620660458
72,0.21122098722810412,0.516921223141253,0.8997541113368763,0.7970902968673336,0.82763671875,0.6817138485080336,0.7544453852667231
73,0.19360329564443357,0.5295333592221141,0.8868791601732985,0.7619517780646776,0.818603515625,0.6656580937972768,0.7451312447078747
74,0.21198086165152635,0.5528880564961582,0.8987563233181753,0.7900230065514908,0.833740234375,0.6984126984126984,0.7451312447078747
75,0.18407215617220227,0.5789311397820711,0.8956531590084862,0.7892100891524508,0.833251953125,0.7037643207855974,0.7281964436917866
76,0.21058463437142075,0.5362604474648833,0.9016721300523003,0.7944812795664198,0.83642578125,0.7026169706582077,0.7502116850127011
77,0.18294387081717703,0.6339485568460077,0.8978021068286752,0.7923861011816193,0.84326171875,0.7447774750227066,0.6943268416596104
78,0.20783729699045303,0.5944948242977262,0.9012277004544509,0.8041677349284169,0.842041015625,0.7278156996587031,0.7222692633361558
79,0.17926145147836625,0.6238796021789312,0.8965264776921034,0.7831448483410437,0.837890625,0.7238095238095238,0.707874682472481
80,0.19637028358383865,0.6050894758664072,0.8991063479360892,0.7943093410286375,0.83740234375,0.7165685449957948,0.7214225232853514
81,0.17345305023432242,0.6100552724674344,0.8925796233386538,0.7800456316909484,0.8212890625,0.6659275683665927,0.7629127857747672
82,0.1882076316045648,0.5989109086804092,0.899171995706752,0.7998025902941863,0.83740234375,0.709519934906428,0.7383573243014394
83,0.17140791118724802,0.6423162310384214,0.8913188085220102,0.7686127534819432,0.83154296875,0.7071729957805907,0.7095681625740897
84,0.1863189538803082,0.6151136357802898,0.9010994549201697,0.7952046479866542,0.840576171875,0.7160392798690671,0.7408975444538527
85,0.16072327401561495,0.606099771335721,0.8948100499184487,0.7813916438819034,0.828857421875,0.6739130434782609,0.7874682472480948
86,0.17859706295661426,0.6874861114192754,0.8988765807387699,0.7934331702775105,0.841796875,0.731537793223284,0.7129551227773073
87,0.15545929563213648,0.7900561494752765,0.8864755425744674,0.7748016945814274,0.83349609375,0.7360454115421002,0.6587637595258256
88,0.18174089563843804,0.6861367290839553,0.8992459220679628,0.7993226897628825,0.84130859375,0.7376902417188899,0.6977138018628282
89,0.15677691081444578,0.6891474288422614,0.8919324408915897,0.7824420822853142,0.824951171875,0.6809672386895476,0.7392040643522438
90,0.1888265363611136,0.6663112209644169,0.9019431449639301,0.8081910412176069,0.8466796875,0.7419072615923009,0.7180355630821338
91,0.15780584160455935,0.6468633967451751,0.8983787033984341,0.7890969764438869,0.83203125,0.6924277907884465,0.7510584250635055
92,0.18068020253039985,0.6503413654863834,0.9007780422730977,0.802171317479381,0.84423828125,0.737117903930131,0.7146486028789162
93,0.14459729012725187,0.6695991461165249,0.8962634508941604,0.7952364069107792,0.830810546875,0.6942675159235668,0.7383573243014394
94,0.16596450547937752,0.694496151059866,0.9005195178665056,0.7962414420311917,0.841552734375,0.7242833052276559,0.7273497036409822
95,0.14181301570298144,0.7513476763851941,0.8879407078630634,0.7673141427816178,0.8349609375,0.7148936170212766,0.7112616426756986
96,0.17336392011276014,0.7222257447429001,0.8998065424103479,0.7963147797767058,0.841552734375,0.7250423011844331,0.7256562235393734
97,0.1413324970012741,0.8201782843098044,0.8902152869257819,0.7796892472437027,0.838134765625,0.73502722323049,0.6858594411515665
98,0.16714973265036998,0.7132079172879457,0.8997060374163245,0.7943340356274771,0.8447265625,0.7359307359307359,0.7197290431837426
99,0.14385610411545183,0.7623082047794014,0.8972818627700164,0.791569648238311,0.83984375,0.7388535031847133,0.6875529212531752
100,0.16621741510434837,0.751565960701555,0.8978941879937199,0.7890033213797603,0.84619140625,0.739357080799305,0.720575783234547
101,0.13101069069674043,0.8230941786896437,0.8915365209295841,0.7759049079965457,0.834716796875,0.7062193126022913,0.7307366638441999
102,0.27341912136003665,0.7467578484211117,0.8957461116041148,0.7891530196519696,0.83935546875,0.7240788346186804,0.7154953429297206
103,0.1439472589467866,0.7383848736062646,0.8915909853410852,0.7719347789912645,0.838134765625,0.7198641765704584,0.7180355630821338
104,0.16117827411639551,0.7922238963656127,0.8955602064128577,0.7853963472837845,0.8408203125,0.7322212467076383,0.7061812023708721
105,0.13591139250460302,0.8245438723824918,0.8946308256950023,0.7883824340657517,0.840087890625,0.725557461406518,0.7163420829805249
106,0.18008733322619233,0.7598865313921124,0.8977634734061172,0.7875838084218129,0.84033203125,0.7205020920502092,0.729043183742591
107,0.12725376149327838,1.0264074807055295,0.8811008492091041,0.7479804090548088,0.829833984375,0.7137809187279152,0.6841659610499576
108,0.1633572112986318,0.8100217175669968,0.8974503393495933,0.7911950302261284,0.848388671875,0.7504472271914132,0.7104149026248942
109,0.12578034456022055,1.1003049542196095,0.8886106927437429,0.7669431903658692,0.833251953125,0.7730263157894737,0.5969517358171041
110,0.16030420454994482,0.7898547488730401,0.8958660785478482,0.781566294619321,0.840576171875,0.7237288135593221,0.7231160033869602
111,0.12600873068612836,0.7020023204386234,0.8925671328336162,0.7661541674793193,0.82763671875,0.6712328767123288,0.7883149872988993
112,0.16120697797098513,0.7956209674011916,0.8961151624564466,0.780966325696341,0.842529296875,0.7298456260720412,0.720575783234547
113,0.12051061495906648,0.8812216643709689,0.8932336319919595,0.7742394307692234,0.84033203125,0.7265692175408427,0.7154953429297206
114,0.15589152080829505,0.8468239344656467,0.8958569285267157,0.787160624440383,0.83984375,0.7300613496932515,0.7053344623200677
115,0.1233977207747299,0.8801317124161869,0.8949201406488962,0.7832947979943692,0.840576171875,0.7295652173913043,0.7104149026248942
116,0.14148446205090223,0.8714055493474007,0.8988282163413567,0.7955526536076206,0.8466796875,0.7511353315168029,0.7002540220152413
117,0.10973972463364268,0.9137576040811837,0.889524823426378,0.7816432649223068,0.83251953125,0.7088607594936709,0.7112616426756986
118,0.16327333972872696,0.7894848368596286,0.8977518543316635,0.7861085825570149,0.8388671875,0.7140509449465899,0.7358171041490262
119,0.12466113265705248,0.8913159524090588,0.8926855021546122,0.783086787357292,0.84326171875,0.7382847038019452,0.7070279424216765
120,0.14995020085851507,0.8768833237700164,0.8993330651263646,0.7924821017195218,0.838134765625,0.7275922671353251,0.7011007620660458
121,0.11703622511475699,0.9450870086438954,0.8946266137805128,0.7852168184336747,0.835693359375,0.7224168126094571,0.6985605419136325
122,0.13734307968517917,0.8261914029717445,0.8993946462209687,0.7949338158736552,0.844482421875,0.731686541737649,0.7273497036409822
123,0.10983743488875576,0.9512771151494235,0.8928958074022219,0.7881068654283987,0.8408203125,0.7270386266094421,0.7171888230313294
124,0.1479066560327543,0.9002526798285544,0.8986093420263375,0.7889065042281952,0.84375,0.7370727432077125,0.712108382726503
125,0.1065371869718982,0.9557143608108163,0.8897545906236973,0.7758200018806363,0.832763671875,0.6993569131832797,0.7366638441998307
126,0.1487586379978907,0.840438419021666,0.9033990149929632,0.8047855416968249,0.84423828125,0.731063829787234,0.7273497036409822
127,0.1067215090668271,1.0665788450278342,0.8846732788882871,0.7740237354121329,0.82763671875,0.7056277056277056,0.6900931414055885
128,0.14031040984484935,0.8455637781880796,0.900064195386356,0.7966335348316557,0.83935546875,0.7127746135069162,0.7417442845046571
129,0.11288564552911756,0.8604811290279031,0.8938243166894932,0.7897248654294409,0.832763671875,0.6940532081377152,0.7510584250635055
130,0.15088421512206704,0.8495327676646411,0.900939256931141,0.8011924931336345,0.84228515625,0.7332170880557978,0.712108382726503
131,0.11430581705463536,0.8852868243120611,0.8880532676468323,0.7813054861070278,0.825927734375,0.6839622641509434,0.7366638441998307
132,0.13292932976399646,0.8881305237300694,0.8971404005385442,0.7914420763898627,0.8388671875,0.7194608256107835,0.7231160033869602
133,0.10957089905964087,1.0047012916766107,0.8868506934408873,0.773844586040032,0.83251953125,0.707808564231738,0.7138018628281118
134,0.12834807881063526,0.8638197761029005,0.8977472067018821,0.7889616918028474,0.8369140625,0.7125103562551781,0.7281964436917866
135,0.10748575504593812,0.8900895141996443,0.8893466158719463,0.7683461218596641,0.820556640625,0.6630116959064327,0.7679932260795935
136,0.15292475771898192,0.8431085227057338,0.9032745456578792,0.8015692950809318,0.845703125,0.726672171758877,0.7451312447078747
137,0.11473769618466438,0.8661194052547216,0.8950080098994515,0.7809136024835226,0.8359375,0.7147679324894515,0.7171888230313294
138,0.13742344249547223,0.8528801221400499,0.899469734489625,0.7917382034847691,0.83837890625,0.7064439140811456,0.7519051651143099
139,0.10554410559976843,0.9000435066409409,0.8986667112064521,0.7922892728648985,0.836181640625,0.717948717948718,0.7112616426756986
140,0.12728460757822843,0.9334747411776334,0.8985471799780108,0.789930359589273,0.84326171875,0.7361963190184049,0.7112616426756986
141,0.10514186152731746,0.9504919720347971,0.8933348631781364,0.7843822989513636,0.8369140625,0.7104183757178015,0.7332768839966131
142,0.13402262361220116,0.9201495959423482,0.8988049781924498,0.7932735530489454,0.84326171875,0.7317282889079966,0.720575783234547
143,0.09499367650830212,0.874648483004421,0.8925543518517173,0.7751263097616867,0.83642578125,0.7215958369470945,0.7044877222692634
144,0.13676114758686797,1.039841434918344,0.896557413477836,0.7921136705723578,0.84033203125,0.7257926306769494,0.7171888230313294
145,0.09957978635997392,0.9799088682048023,0.8875803713165719,0.7824630156486018,0.822509765625,0.6784591194968553,0.7307366638441999
146,0.1355617797973381,0.9845700850710273,0.8973080056875371,0.7981173865811959,0.84326171875,0.7417040358744394,0.7002540220152413
147,0.10089159953491292,1.1428511862177402,0.8906457736342868,0.7784548018817119,0.839599609375,0.7439478584729982,0.676545300592718
148,0.11823053932331995,0.9826484578661621,0.8955567206905217,0.7855629380615063,0.836669921875,0.7144053601340034,0.7222692633361558
149,0.10683288290038531,1.0952047258615494,0.8795543503993329,0.7529191737821687,0.8212890625,0.6707224334600761,0.7468247248094835
150,0.1315181778113318,1.0247883442789316,0.8953641345314535,0.787931923421498,0.84326171875,0.7281964436917866,0.7281964436917866
151,0.09620261714152326,1.0988311278633773,0.8911920153720355,0.7891282612378387,0.837158203125,0.707258064516129,0.7425910245554614
152,0.13223465497638118,1.041994487401098,0.895898176241026,0.7863571246750944,0.843505859375,0.7347826086956522,0.7154953429297206
153,0.09137583813532202,1.033653118647635,0.893037414872125,0.7847432387740645,0.82958984375,0.6808988764044944,0.7696867061812024
154,0.1191900702200627,1.1183588597923517,0.8922070867639861,0.7863940512670573,0.8369140625,0.7259911894273128,0.6977138018628282
155,0.09447341914386542,1.2682548989541829,0.8867985528442769,0.7777820125295679,0.837646484375,0.7358318098720292,0.6816257408975445
156,0.12307535175683433,1.1147379390895367,0.8945631445863103,0.7895317222772334,0.841796875,0.7424931756141947,0.6909398814563928
157,0.1048137229570126,1.1517488444224,0.8909555672069054,0.7776129581188476,0.830322265625,0.6988543371522095,0.7231160033869602
158,0.1283249880281433,1.1598402536474168,0.8946903734515768,0.7892749977439107,0.843994140625,0.7463636363636363,0.6951735817104149
