Epoch,Delta_Mean,Delta_Min,Delta_Max,DFGU_la_1D,DFGU_la_2D
1,0.9993357062339783,0.9586974382400513,1.0362107753753662,0.622459352016449,0.622459352016449
2,0.991746723651886,0.9475374221801758,1.0322479009628296,0.6202418804168701,0.5795173048973083
3,0.9916142821311951,0.9477764368057251,1.1511338949203491,0.6319455504417419,0.5404304265975952
4,0.9895283579826355,0.9358941912651062,1.1343845129013062,0.6447221040725708,0.5059114694595337
5,0.9885502457618713,0.9278888702392578,1.1210883855819702,0.641956627368927,0.5037640333175659
6,0.9885156154632568,0.9410525560379028,1.1081883907318115,0.6411452293395996,0.5040972828865051
7,0.99024897813797,0.944622814655304,1.0976208448410034,0.6432496309280396,0.5033450722694397
8,0.9906710386276245,0.9467985033988953,1.0877519845962524,0.6434113383293152,0.5042124390602112
9,0.9929795861244202,0.9529473781585693,1.0793291330337524,0.6448963284492493,0.5038887858390808
10,0.9936756491661072,0.9587231278419495,1.0725346803665161,0.6455958485603333,0.5028315782546997
11,0.9953376650810242,0.9519027471542358,1.0642787218093872,0.6465498208999634,0.5026705861091614
12,0.9958224296569824,0.9564369320869446,1.056418538093567,0.6468929052352905,0.5029987692832947
13,0.9975758194923401,0.9654602408409119,1.0515693426132202,0.6478801965713501,0.5024121999740601
14,0.9967455863952637,0.9630701541900635,1.0457215309143066,0.6479388475418091,0.5018037557601929
15,0.9969674348831177,0.9653342962265015,1.0429376363754272,0.6479465961456299,0.5021482706069946
16,0.9987278580665588,0.9628806710243225,1.0356134176254272,0.6492851376533508,0.5020957589149475
17,0.9967486262321472,0.9568355083465576,1.0369924306869507,0.6485225558280945,0.501398503780365
18,0.9974111914634705,0.9641039371490479,1.0304535627365112,0.6499001383781433,0.5007251501083374
19,0.9977920055389404,0.9692434072494507,1.0315773487091064,0.6500532031059265,0.5016536116600037
20,0.9978967905044556,0.968543529510498,1.0339269638061523,0.6503540277481079,0.5011735558509827
21,0.9978501200675964,0.9680318236351013,1.0396169424057007,0.6510255932807922,0.5015621781349182
22,0.9972715377807617,0.9693586826324463,1.0389689207077026,0.6504454612731934,0.5015895366668701
23,0.9980440139770508,0.9693564772605896,1.0377384424209595,0.6514021158218384,0.5011453032493591
24,0.9986851811408997,0.968303918838501,1.0482507944107056,0.6522771716117859,0.5008074045181274
25,0.9983731508255005,0.9712934494018555,1.048335313796997,0.6532076001167297,0.5008218884468079
26,0.9986992478370667,0.9731457829475403,1.050188660621643,0.6534667015075684,0.5006183385848999
27,0.9994361400604248,0.9755373001098633,1.0486029386520386,0.65418940782547,0.501064121723175
28,1.0002168416976929,0.9745262265205383,1.0414018630981445,0.6552276015281677,0.5010495185852051
29,0.9992103576660156,0.9715887904167175,1.0450122356414795,0.6555800437927246,0.5010008811950684
30,1.000825047492981,0.9773374795913696,1.038977026939392,0.6572484374046326,0.5011664032936096
31,1.0006767511367798,0.9727447628974915,1.04086172580719,0.6568215489387512,0.501122236251831
32,0.9991959929466248,0.9701892137527466,1.0408676862716675,0.6554804444313049,0.5016789436340332
