Epoch,Delta_Mean,Delta_Min,Delta_Max,DFGU_la_1D,DFGU_la_2D
81,1.0005332231521606,0.9644728899002075,1.047074794769287,0.6812949180603027,0.5060337781906128
82,1.0012131929397583,0.9661651253700256,1.0414659976959229,0.6815943121910095,0.5072582960128784
83,1.0009257793426514,0.9606133699417114,1.042970895767212,0.681419312953949,0.5065190196037292
84,1.0007573366165161,0.9622369408607483,1.0387299060821533,0.6813451647758484,0.5075042843818665
85,1.001774549484253,0.9621213674545288,1.0555332899093628,0.6813952922821045,0.5073198676109314
86,1.0018075704574585,0.9618515968322754,1.052973985671997,0.6818209886550903,0.5076759457588196
87,1.0009543895721436,0.9589183926582336,1.059272050857544,0.6818334460258484,0.507210910320282
88,1.0024248361587524,0.9644775390625,1.0735214948654175,0.6841543912887573,0.5079075694084167
89,1.0025177001953125,0.9638521671295166,1.0795108079910278,0.6822803020477295,0.5077189803123474
90,1.0031739473342896,0.9656736850738525,1.0843414068222046,0.6824421286582947,0.5087475776672363
91,1.0028414726257324,0.9567744731903076,1.0758507251739502,0.6811814308166504,0.508514940738678
92,1.0049552917480469,0.9633909463882446,1.0743944644927979,0.6830356121063232,0.5079639554023743
93,1.0044617652893066,0.9644351601600647,1.0757107734680176,0.6813268661499023,0.5081973075866699
94,1.0069963932037354,0.970066487789154,1.0651193857192993,0.683768093585968,0.5086200833320618
95,1.0084006786346436,0.9625566005706787,1.0791171789169312,0.682527482509613,0.5089979767799377
96,1.0099331140518188,0.9661411643028259,1.0915840864181519,0.681795060634613,0.5096621513366699
97,1.0079258680343628,0.9669898152351379,1.0864399671554565,0.6805271506309509,0.51024329662323
98,1.0071731805801392,0.9605029821395874,1.0807278156280518,0.6815100312232971,0.5108423829078674
99,1.0072778463363647,0.9708198308944702,1.079859733581543,0.6808149814605713,0.5112918019294739
100,1.0058437585830688,0.963561475276947,1.0767319202423096,0.6803423166275024,0.5116555690765381
101,1.0045057535171509,0.968186616897583,1.071217656135559,0.6781582236289978,0.5127742886543274
102,1.0052034854888916,0.961536169052124,1.059943437576294,0.681030809879303,0.5135384202003479
103,1.0034443140029907,0.9679898619651794,1.064792275428772,0.6790446043014526,0.5131608247756958
104,1.0045018196105957,0.9661512970924377,1.0574649572372437,0.6796649098396301,0.5129583477973938
105,1.0040816068649292,0.9645862579345703,1.0574287176132202,0.6782732605934143,0.5136865973472595
106,1.0041040182113647,0.9674850702285767,1.0523728132247925,0.6789260506629944,0.5132013559341431
107,1.0030467510223389,0.967139720916748,1.0533678531646729,0.6761139035224915,0.5142910480499268
108,1.0031391382217407,0.968743085861206,1.0576328039169312,0.6768236756324768,0.5153253078460693
109,1.004373550415039,0.963266134262085,1.0812158584594727,0.6756477952003479,0.5143433213233948
110,1.003852128982544,0.9696246385574341,1.0798704624176025,0.6760788559913635,0.5152769088745117
111,1.004530906677246,0.965221107006073,1.083138346672058,0.675490140914917,0.5140865445137024
112,1.0055211782455444,0.9491966962814331,1.082650899887085,0.676918625831604,0.5140262246131897
113,1.0065221786499023,0.9568394422531128,1.0860018730163574,0.6739530563354492,0.5158969163894653
114,1.0051809549331665,0.9555954337120056,1.0743701457977295,0.6767274141311646,0.5169683694839478
115,1.0051435232162476,0.9559547901153564,1.085782766342163,0.6753250360488892,0.5157488584518433
116,1.0035736560821533,0.9627358913421631,1.0832494497299194,0.6753132939338684,0.5160480737686157
117,1.0043549537658691,0.9634194374084473,1.0898327827453613,0.6746203303337097,0.5167958736419678
118,1.0056427717208862,0.9564279317855835,1.0862892866134644,0.6767988801002502,0.5169873237609863
119,1.0054823160171509,0.9385335445404053,1.0873353481292725,0.673524022102356,0.517358660697937
120,1.006207823753357,0.9458204507827759,1.0904916524887085,0.6747822165489197,0.5177210569381714
121,1.0036933422088623,0.9459834098815918,1.08918035030365,0.6709666848182678,0.519220769405365
122,1.0057734251022339,0.9562405943870544,1.0922476053237915,0.672179102897644,0.5197047591209412
123,1.0045067071914673,0.960137665271759,1.089748740196228,0.6701248288154602,0.519324004650116
124,1.0074788331985474,0.9614065289497375,1.083794116973877,0.6727467775344849,0.51971834897995
125,1.0089411735534668,0.9572409391403198,1.1055724620819092,0.6705673336982727,0.5201680064201355
126,1.0082370042800903,0.9578892588615417,1.0859897136688232,0.6715875864028931,0.5216362476348877
127,1.0078200101852417,0.9593871831893921,1.0737360715866089,0.6696606278419495,0.5208362936973572
128,1.0068491697311401,0.9593731760978699,1.071781873703003,0.67137610912323,0.5229008197784424
129,1.0110437870025635,0.9614185094833374,1.1031856536865234,0.6693114042282104,0.5222625136375427
130,1.0141578912734985,0.9636728167533875,1.105123519897461,0.6701157689094543,0.5225815773010254
131,1.0131053924560547,0.9705585241317749,1.1384010314941406,0.6668450832366943,0.5228572487831116
132,1.0139747858047485,0.9568005800247192,1.1363952159881592,0.6670584082603455,0.5237844586372375
133,1.0151960849761963,0.9566832184791565,1.1329034566879272,0.6647226214408875,0.5246354937553406
134,1.0161209106445312,0.961527407169342,1.1209161281585693,0.665207028388977,0.5248862504959106
135,1.0180999040603638,0.9490700364112854,1.1690411567687988,0.6650331616401672,0.5246021151542664
136,1.019483208656311,0.9535345435142517,1.1653131246566772,0.6668468713760376,0.5252736806869507
137,1.017458438873291,0.931074321269989,1.4896352291107178,0.664048969745636,0.5244702696800232
138,1.0170215368270874,0.9461140632629395,1.463732361793518,0.663702130317688,0.5246337056159973
139,1.0163649320602417,0.9476681351661682,1.403030276298523,0.6626514792442322,0.5251668095588684
140,1.014966607093811,0.9391017556190491,1.361391305923462,0.6622454524040222,0.525436282157898
141,1.0091856718063354,0.9463550448417664,1.3402693271636963,0.6616696119308472,0.5257660150527954
142,1.0117557048797607,0.9442121982574463,1.3022328615188599,0.6628114581108093,0.5264225602149963
143,1.0127750635147095,0.9442857503890991,1.2788207530975342,0.6608101725578308,0.5271474719047546
144,1.0162317752838135,0.953474760055542,1.243102788925171,0.6638367772102356,0.5267937779426575
145,1.013295292854309,0.9504265785217285,1.2229549884796143,0.6619137525558472,0.5283647179603577
146,1.014495611190796,0.9576707482337952,1.2128208875656128,0.6644135117530823,0.5270596742630005
147,1.0140876770019531,0.9412062764167786,1.1910063028335571,0.6601284146308899,0.528385579586029
148,1.0140609741210938,0.956694483757019,1.1740416288375854,0.659987211227417,0.5295183062553406
149,1.0124726295471191,0.9601305723190308,1.1520872116088867,0.658300518989563,0.5301887392997742
150,1.0120196342468262,0.9628061056137085,1.1308132410049438,0.6581256985664368,0.5307526588439941
151,1.0117453336715698,0.9673553705215454,1.1229461431503296,0.6569280624389648,0.530405580997467
152,1.0129094123840332,0.9627475738525391,1.124964952468872,0.6585619449615479,0.5307217836380005
153,1.0050848722457886,0.9361666440963745,1.166213035583496,0.6552874445915222,0.5311503410339355
154,1.0137405395507812,0.942689836025238,1.1597836017608643,0.6576558947563171,0.5318994522094727
155,1.0151335000991821,0.9584274888038635,1.1740118265151978,0.6553199887275696,0.5322920680046082
156,1.0139318704605103,0.9554312825202942,1.1474685668945312,0.6576442718505859,0.5319699048995972
157,1.0253932476043701,0.9414902925491333,1.328713297843933,0.6555032730102539,0.5316447615623474
158,1.0234519243240356,0.9413059949874878,1.2956078052520752,0.6542988419532776,0.532151460647583
